row_index,condition,lambda,prefix,prompt,caption,vision_label,baseline_projection,projection,spatial_prob,descriptive_prob,disparity
659,baseline,,The image shows,Describe this image:\nA close up of a baby zebra playing with an adult zebra.\n\nThe image shows,A close up of a baby zebra playing with an adult zebra.,spatial,2.9631666184089642,2.9631666184089642,0.9824028400356823,0.01759715996431841,0.9648056800713639
660,baseline,,The image shows,Describe this image:\na close up of two giraffes near one another \n\nThe image shows,a close up of two giraffes near one another ,spatial,3.2878291901358443,3.2878291901358443,0.9989520991100377,0.001047900889961882,0.9979041982200758
661,baseline,,The image shows,Describe this image:\nThe huge adult elephant is standing in tall brown grass.\n\nThe image shows,The huge adult elephant is standing in tall brown grass.,descriptive,2.529913657540949,2.529913657540949,0.0326406566435443,0.9673593433564558,-0.9347186867129115
662,baseline,,The image shows,Describe this image:\nTwo zebras stand side by side and face the camera.\n\nThe image shows,Two zebras stand side by side and face the camera.,spatial,2.9569769092996063,2.9569769092996063,0.8968904581377679,0.10310954186223226,0.7937809162755356
663,baseline,,The image shows,Describe this image:\nA woman walking down a dirt walkway next to a cow.\n\nThe image shows,A woman walking down a dirt walkway next to a cow.,spatial,2.981236815932691,2.981236815932691,0.6657607970025214,0.3342392029974789,0.33152159400504255
664,baseline,,The image shows,Describe this image:\nA jet airplane is flying through the sky just above the highway as a group of cars stay to the left side of the road.\n\nThe image shows,A jet airplane is flying through the sky just above the highway as a group of cars stay to the left side of the road.,spatial,2.92695528775749,2.92695528775749,0.7716898093204031,0.22831019067959646,0.5433796186408066
665,baseline,,The image shows,Describe this image:\nA small brown and black dog plays with his toy on the floor.\n\nThe image shows,A small brown and black dog plays with his toy on the floor.,descriptive,2.6353329469894593,2.6353329469894593,0.02659889066560577,0.973401109334394,-0.9468022186687883
666,baseline,,The image shows,Describe this image:\na red white and black truck and its driver\n\nThe image shows,a red white and black truck and its driver,descriptive,2.571879271312894,2.571879271312894,0.06208291790657125,0.9379170820934286,-0.8758341641868573
667,baseline,,The image shows,Describe this image:\na black orange and white cat  and a music keyboard\n\nThe image shows,a black orange and white cat  and a music keyboard,descriptive,2.4602454771201505,2.4602454771201505,0.01331285828917748,0.9866871417108228,-0.9733742834216453
668,baseline,,The image shows,Describe this image:\nA black and white photograph of a city square\n\nThe image shows,A black and white photograph of a city square,descriptive,2.5602736732757077,2.5602736732757077,0.05095936217003251,0.9490406378299674,-0.8980812756599349
669,baseline,,The image shows,Describe this image:\nan orange and white cat is lying on a black suitcase\n\nThe image shows,an orange and white cat is lying on a black suitcase,descriptive,2.5260629230375935,2.5260629230375935,0.08959759721698973,0.91040240278301,-0.8208048055660202
670,baseline,,The image shows,Describe this image:\na brown and white cat staring off with pretty green eyes.\n\nThe image shows,a brown and white cat staring off with pretty green eyes.,descriptive,2.4983281002498803,2.4983281002498803,0.07238098791467758,0.9276190120853222,-0.8552380241706445
671,baseline,,The image shows,Describe this image:\nA kitchen with a center island next to a stove top oven.\n\nThe image shows,A kitchen with a center island next to a stove top oven.,spatial,2.716758814904268,2.716758814904268,0.4932720216976838,0.5067279783023166,-0.013455956604632835
672,baseline,,The image shows,Describe this image:\nA man in a white pants and a white shirt and colorful tie.\n\nThe image shows,A man in a white pants and a white shirt and colorful tie.,descriptive,2.5188684025218655,2.5188684025218655,0.32804476914058645,0.6719552308594137,-0.3439104617188272
673,baseline,,The image shows,Describe this image:\nthere is a small white and red plane in a garage\n\nThe image shows,there is a small white and red plane in a garage,descriptive,2.64409978770753,2.64409978770753,0.13572154051302246,0.8642784594869778,-0.7285569189739554
674,baseline,,The image shows,Describe this image:\nSmall herd of cows grazing in the sun on a very bright green hill.\n\nThe image shows,Small herd of cows grazing in the sun on a very bright green hill.,descriptive,2.7049871909119627,2.7049871909119627,0.008472627276162815,0.9915273727238365,-0.9830547454476737
675,baseline,,The image shows,Describe this image:\nMany horses graze close together at day break.\n\nThe image shows,Many horses graze close together at day break.,spatial,3.004106711322547,3.004106711322547,0.45230210663236436,0.5476978933676352,-0.09539578673527083
676,baseline,,The image shows,Describe this image:\nA close up view of a zebra is shown in the grass.\n\nThe image shows,A close up view of a zebra is shown in the grass.,spatial,2.4501803297360123,2.4501803297360123,0.9757553263347809,0.024244673665219773,0.9515106526695611
677,baseline,,The image shows,Describe this image:\nBaby bear cub up in a tree while mom and another cub are below.\n\nThe image shows,Baby bear cub up in a tree while mom and another cub are below.,spatial,3.09071545148723,3.09071545148723,0.30176370878568876,0.6982362912143112,-0.39647258242862243
678,baseline,,The image shows,Describe this image:\nA large clean bathroom with modern fixtures and a large shower with glass doors.\n\nThe image shows,A large clean bathroom with modern fixtures and a large shower with glass doors.,descriptive,2.534025420357542,2.534025420357542,0.07567955107737193,0.924320448922628,-0.8486408978452561
679,baseline,,The image shows,Describe this image:\nclock on the side of road outside near a tree\n\nThe image shows,clock on the side of road outside near a tree,spatial,2.8781224586636176,2.8781224586636176,0.36915805402915486,0.6308419459708452,-0.26168389194169034
680,baseline,,The image shows,Describe this image:\nSmall children play baseball with the yellow team in the field and the green team hitting.\n\nThe image shows,Small children play baseball with the yellow team in the field and the green team hitting.,descriptive,2.922390557023856,2.922390557023856,0.00042688574163555516,0.9995731142583649,-0.9991462285167294
681,baseline,,The image shows,Describe this image:\na close up of a banana on top of a plastic container \n\nThe image shows,a close up of a banana on top of a plastic container ,spatial,3.0858391046161557,3.0858391046161557,0.9920814615108855,0.007918538489112803,0.9841629230217727
682,baseline,,The image shows,Describe this image:\nA brown and white giraffe on green grass\n\nThe image shows,A brown and white giraffe on green grass,descriptive,2.492999417129179,2.492999417129179,0.030093101464445365,0.9699068985355556,-0.9398137970711102
683,baseline,,The image shows,Describe this image:\nSeveral mopeds are lined up along the side of a hotel parking lot.\n\nThe image shows,Several mopeds are lined up along the side of a hotel parking lot.,spatial,3.0172771585357028,3.0172771585357028,0.7167148278965266,0.28328517210347315,0.4334296557930535
684,baseline,,The image shows,Describe this image:\nTwo men in red outfits wearing brown hats and wearing a fake black horse costume. \n\nThe image shows,Two men in red outfits wearing brown hats and wearing a fake black horse costume. ,descriptive,2.4237093628466146,2.4237093628466146,0.6691736200106317,0.3308263799893684,0.3383472400212633
685,baseline,,The image shows,"Describe this image:\nRoasted plantains, corn on the cub and mushrooms on foil in the foreground with a family sitting down to eat at an outdoor table in the background\n\nThe image shows","Roasted plantains, corn on the cub and mushrooms on foil in the foreground with a family sitting down to eat at an outdoor table in the background",spatial,2.9747610766831647,2.9747610766831647,0.08455814064501177,0.9154418593549881,-0.8308837187099763
686,baseline,,The image shows,Describe this image:\na close up of doughnuts on a plate near many drinks\n\nThe image shows,a close up of doughnuts on a plate near many drinks,spatial,3.0910522436658283,3.0910522436658283,0.9928961400357735,0.007103859964226564,0.985792280071547
687,baseline,,The image shows,Describe this image:\nA large brown bear rest his head on a large rock.\n\nThe image shows,A large brown bear rest his head on a large rock.,descriptive,2.8051674845682113,2.8051674845682113,0.034312487829077885,0.9656875121709223,-0.9313750243418444
688,baseline,,The image shows,"Describe this image:\nA red, white, and blue airplane flies through the air.\n\nThe image shows","A red, white, and blue airplane flies through the air.",descriptive,2.617266850035557,2.617266850035557,0.08096116284574531,0.9190388371542543,-0.838077674308509
689,baseline,,The image shows,Describe this image:\nA guy sitting at a park and another guy cleaning up around him.\n\nThe image shows,A guy sitting at a park and another guy cleaning up around him.,spatial,3.064908681258607,3.064908681258607,0.8293382067047452,0.1706617932952546,0.6586764134094907
690,baseline,,The image shows,Describe this image:\na close up of two giraffes behind a fence with trees\n\nThe image shows,a close up of two giraffes behind a fence with trees,spatial,3.0965274671655068,3.0965274671655068,0.9976470242852186,0.002352975714781123,0.9952940485704375
691,baseline,,The image shows,Describe this image:\nA large blue and white bus parked at a bus stop.\n\nThe image shows,A large blue and white bus parked at a bus stop.,descriptive,2.526770231917282,2.526770231917282,0.06898447636774709,0.931015523632253,-0.862031047264506
692,baseline,,The image shows,Describe this image:\nA close up of a piece of chicken and broccoli on a plate.\n\nThe image shows,A close up of a piece of chicken and broccoli on a plate.,spatial,2.810505053256734,2.810505053256734,0.9271824786187844,0.0728175213812148,0.8543649572375697
693,baseline,,The image shows,Describe this image:\na close up of a street sign with a traffic light underneath\n\nThe image shows,a close up of a street sign with a traffic light underneath,spatial,2.984814045159422,2.984814045159422,0.9456308315535686,0.054369168446430576,0.8912616631071381
694,baseline,,The image shows,Describe this image:\na girl in a black dress laying on her bed and a black and white teddy bear\n\nThe image shows,a girl in a black dress laying on her bed and a black and white teddy bear,descriptive,2.4694360455436506,2.4694360455436506,0.44729775006036954,0.5527022499396301,-0.1054044998792606
695,baseline,,The image shows,Describe this image:\nA stop sign above a crosswalk sign beside a tree in front of a building.\n\nThe image shows,A stop sign above a crosswalk sign beside a tree in front of a building.,spatial,2.906196816699493,2.906196816699493,0.5701148036425047,0.4298851963574959,0.14022960728500877
696,baseline,,The image shows,Describe this image:\nSomeone holding a banana up in front of the camera next to a sad looking man at a an office desk. \n\nThe image shows,Someone holding a banana up in front of the camera next to a sad looking man at a an office desk. ,spatial,3.129753732832198,3.129753732832198,0.7749227210889336,0.22507727891106666,0.5498454421778669
697,baseline,,The image shows,Describe this image:\na close up of a bunch of banana on a tree\n\nThe image shows,a close up of a bunch of banana on a tree,spatial,3.116290280793771,3.116290280793771,0.9906885558566004,0.00931144414339902,0.9813771117132014
698,baseline,,The image shows,Describe this image:\nA small white cat lying on a white bed.\n\nThe image shows,A small white cat lying on a white bed.,descriptive,2.5314413291041546,2.5314413291041546,0.04782859619044828,0.9521714038095516,-0.9043428076191032
699,baseline,,The image shows,Describe this image:\nTwo zebra grazing near a goose walking in the foreground.\n\nThe image shows,Two zebra grazing near a goose walking in the foreground.,spatial,2.8124669646819793,2.8124669646819793,0.8257079926934893,0.17429200730651012,0.6514159853869792
700,baseline,,The image shows,Describe this image:\nA person wearing a backpack riding a skateboard down a sidewalk in front of some buildings.\n\nThe image shows,A person wearing a backpack riding a skateboard down a sidewalk in front of some buildings.,spatial,2.935947946432206,2.935947946432206,0.6080132282903339,0.39198677170966617,0.21602645658066771
701,baseline,,The image shows,Describe this image:\nA black tennis player wearing orange and white clothing hits a backhand\n\nThe image shows,A black tennis player wearing orange and white clothing hits a backhand,descriptive,2.5370839114510133,2.5370839114510133,0.01914529080597352,0.9808547091940266,-0.9617094183880531
702,baseline,,The image shows,Describe this image:\na close up of a pair of scissors near other tools\n\nThe image shows,a close up of a pair of scissors near other tools,spatial,3.1742980904877927,3.1742980904877927,0.998016574723943,0.0019834252760577153,0.9960331494478853
703,baseline,,The image shows,Describe this image:\nA close-up of a Zebra eating some grass. \n\nThe image shows,A close-up of a Zebra eating some grass. ,spatial,2.9565176468643486,2.9565176468643486,0.9909343276628956,0.009065672337103148,0.9818686553257925
704,baseline,,The image shows,Describe this image:\nA skateboard gets horizontal near the top of a ramp\n\nThe image shows,A skateboard gets horizontal near the top of a ramp,spatial,2.9421049192196893,2.9421049192196893,0.8980372161369418,0.10196278386305846,0.7960744322738833
705,baseline,,The image shows,Describe this image:\nA man riding a skateboard up the side of a cement planter.\n\nThe image shows,A man riding a skateboard up the side of a cement planter.,spatial,2.9440741743030996,2.9440741743030996,0.4389156964779497,0.5610843035220504,-0.12216860704410071
706,baseline,,The image shows,"Describe this image:\nA group of people sitting around a wooden table with treats, paper towels and drinks in front of them.\n\nThe image shows","A group of people sitting around a wooden table with treats, paper towels and drinks in front of them.",spatial,3.0787047383585504,3.0787047383585504,0.6556714923367994,0.344328507663201,0.31134298467359844
707,baseline,,The image shows,Describe this image:\nA red and black with yellow fire hydrant.\n\nThe image shows,A red and black with yellow fire hydrant.,descriptive,2.3128997825058577,2.3128997825058577,0.08957297933527375,0.9104270206647264,-0.8208540413294526
708,baseline,,The image shows,Describe this image:\nA close-up of a kitten looking at a dog laying in the background.\n\nThe image shows,A close-up of a kitten looking at a dog laying in the background.,spatial,3.0206788526164186,3.0206788526164186,0.974756980443112,0.02524301955688691,0.9495139608862251
709,baseline,,The image shows,Describe this image:\nA gray object over a brown and lime green surface.\n\nThe image shows,A gray object over a brown and lime green surface.,descriptive,2.444866229285212,2.444866229285212,0.005476425276557144,0.9945235747234431,-0.989047149446886
710,baseline,,The image shows,Describe this image:\na black and red tennis racket and a black building\n\nThe image shows,a black and red tennis racket and a black building,descriptive,2.24382782001536,2.24382782001536,0.013529855015525958,0.9864701449844748,-0.9729402899689489
711,baseline,,The image shows,"Describe this image:\nA cat laying down inside of a window, inside a house.\n\nThe image shows","A cat laying down inside of a window, inside a house.",spatial,2.95942063453269,2.95942063453269,0.7191457647611994,0.28085423523880115,0.43829152952239825
712,baseline,,The image shows,Describe this image:\na large gray train on tracks against a blue sky\n\nThe image shows,a large gray train on tracks against a blue sky,descriptive,2.701225130695714,2.701225130695714,0.032570042643742934,0.9674299573562568,-0.9348599147125138
713,baseline,,The image shows,Describe this image:\na close up of a motorcycle parked near a building\n\nThe image shows,a close up of a motorcycle parked near a building,spatial,2.9686896929855013,2.9686896929855013,0.9947728197153255,0.0052271802846760845,0.9895456394306494
714,baseline,,The image shows,Describe this image:\na close up of a street sign with trees in the background\n\nThe image shows,a close up of a street sign with trees in the background,spatial,3.048357290148181,3.048357290148181,0.9348590181078554,0.06514098189214493,0.8697180362157105
715,baseline,,The image shows,"Describe this image:\nThe toothbrush has red, white, and blue brissles.\n\nThe image shows","The toothbrush has red, white, and blue brissles.",descriptive,2.283814161547462,2.283814161547462,0.10224310510332171,0.8977568948966786,-0.795513789793357
716,baseline,,The image shows,Describe this image:\ntwo cows outside one laying down and the other standing near a building \n\nThe image shows,two cows outside one laying down and the other standing near a building ,spatial,2.767485141092024,2.767485141092024,0.9080672365779426,0.091932763422057,0.8161344731558856
717,baseline,,The image shows,Describe this image:\nA white and green train traveling past lots of green grass and trees. \n\nThe image shows,A white and green train traveling past lots of green grass and trees. ,descriptive,2.4927703643220456,2.4927703643220456,0.037734517952163975,0.9622654820478359,-0.9245309640956719
718,baseline,,The image shows,Describe this image:\nShirtless boy in the middle of executing skateboard turn up maneuver.\n\nThe image shows,Shirtless boy in the middle of executing skateboard turn up maneuver.,spatial,2.900450344630906,2.900450344630906,0.4023055288765409,0.5976944711234593,-0.19538894224691838
719,baseline,,The image shows,Describe this image:\nA man carries an old brief case down the middle of a road.\n\nThe image shows,A man carries an old brief case down the middle of a road.,spatial,2.962134965003744,2.962134965003744,0.5566680572126748,0.4433319427873253,0.11333611442534947
720,baseline,,The image shows,Describe this image:\nSome large yellow flowers in a colorful vase.\n\nThe image shows,Some large yellow flowers in a colorful vase.,descriptive,2.536126841139481,2.536126841139481,0.0014857054500114037,0.9985142945499885,-0.9970285890999772
721,baseline,,The image shows,Describe this image:\nMan wearing white shirt with yellow strip and black shorts playing tennis\n\n\nThe image shows,Man wearing white shirt with yellow strip and black shorts playing tennis\n,descriptive,2.3546168187147782,2.3546168187147782,0.38455030288661185,0.6154496971133878,-0.23089939422677597
722,baseline,,The image shows,Describe this image:\nBright yellow living room with flat screen and fireplace.\n\nThe image shows,Bright yellow living room with flat screen and fireplace.,descriptive,2.3902300021941993,2.3902300021941993,0.00392043554192398,0.9960795644580757,-0.9921591289161517
723,baseline,,The image shows,"Describe this image:\nA room with a window, a bookshelf full of books, a chair with a yellow and gray pillow, a tv stand with a tv and a white couch with a stripped pillow.\n\nThe image shows","A room with a window, a bookshelf full of books, a chair with a yellow and gray pillow, a tv stand with a tv and a white couch with a stripped pillow.",descriptive,2.499384162416888,2.499384162416888,0.33993350722886295,0.660066492771137,-0.3201329855422741
724,baseline,,The image shows,Describe this image:\na close up of a plate of food with broccoli\n\nThe image shows,a close up of a plate of food with broccoli,spatial,2.894276333306241,2.894276333306241,0.9947760026608577,0.0052239973391422665,0.9895520053217155
725,baseline,,The image shows,Describe this image:\nThree adult zebras walk calmly along close together.\n\nThe image shows,Three adult zebras walk calmly along close together.,spatial,2.8478733117626964,2.8478733117626964,0.8547320845708393,0.14526791542916123,0.7094641691416781
726,baseline,,The image shows,Describe this image:\nA pair of zebras standing next to each other near a tree.\n\nThe image shows,A pair of zebras standing next to each other near a tree.,spatial,2.9906313875369968,2.9906313875369968,0.9506873669483373,0.04931263305166293,0.9013747338966744
727,baseline,,The image shows,Describe this image:\nA small yellow biplane flying through a blue sky.\n\nThe image shows,A small yellow biplane flying through a blue sky.,descriptive,2.6529004199720623,2.6529004199720623,0.03499960654612783,0.9650003934538718,-0.9300007869077439
728,baseline,,The image shows,Describe this image:\nA man in white shirt walking by a red and yellow dirt bike.\n\nThe image shows,A man in white shirt walking by a red and yellow dirt bike.,descriptive,2.5817778963289424,2.5817778963289424,0.393624291312183,0.6063757086878171,-0.21275141737563408
729,baseline,,The image shows,Describe this image:\nA blue and red plane on a long runway\n\nThe image shows,A blue and red plane on a long runway,descriptive,2.6559328335731784,2.6559328335731784,0.007638222320929603,0.9923617776790707,-0.9847235553581412
730,baseline,,The image shows,Describe this image:\na close up of a train with people walking near by\n\nThe image shows,a close up of a train with people walking near by,spatial,3.078775739956587,3.078775739956587,0.9940962008103579,0.005903799189642962,0.9881924016207149
731,baseline,,The image shows,Describe this image:\na close up of a knife stuck inside of something \n\nThe image shows,a close up of a knife stuck inside of something ,spatial,3.1928962844054247,3.1928962844054247,0.9963855938755259,0.0036144061244740193,0.9927711877510519
732,baseline,,The image shows,Describe this image:\nA large white airplane with a red tail.\n\nThe image shows,A large white airplane with a red tail.,descriptive,2.4658058438596893,2.4658058438596893,0.05437849401994089,0.9456215059800591,-0.8912430119601182
733,baseline,,The image shows,Describe this image:\nSmall white dog with orange booties being walked on pavement.\n\nThe image shows,Small white dog with orange booties being walked on pavement.,descriptive,2.5356161823519905,2.5356161823519905,0.004336955474071522,0.9956630445259284,-0.9913260890518568
734,baseline,,The image shows,Describe this image:\nA horse dressed in traditional Mexican garb standing in front of a Hispanic decor background.\n\nThe image shows,A horse dressed in traditional Mexican garb standing in front of a Hispanic decor background.,spatial,2.567572448403919,2.567572448403919,0.3207397969796031,0.6792602030203969,-0.3585204060407938
735,baseline,,The image shows,Describe this image:\na small boy in a blue shirt and a red frisbee\n\nThe image shows,a small boy in a blue shirt and a red frisbee,descriptive,2.657867710616522,2.657867710616522,0.028468386667598513,0.9715316133324016,-0.943063226664803
736,baseline,,The image shows,Describe this image:\ntwo black and white chairs a white couch and a clock\n\nThe image shows,two black and white chairs a white couch and a clock,descriptive,2.306079273440001,2.306079273440001,0.05534041640515559,0.9446595835948443,-0.8893191671896886
737,baseline,,The image shows,Describe this image:\nA large brown cow laying in a lush green field.\n\nThe image shows,A large brown cow laying in a lush green field.,descriptive,2.628045167086629,2.628045167086629,0.020864195884907295,0.9791358041150932,-0.9582716082301859
738,baseline,,The image shows,Describe this image:\nA bus pulls toward the sidewalk behind a cyclist as a line of cars makes their way down the street on the other side.\n\nThe image shows,A bus pulls toward the sidewalk behind a cyclist as a line of cars makes their way down the street on the other side.,spatial,3.081775107969424,3.081775107969424,0.8369787605300203,0.16302123946997968,0.6739575210600406
739,baseline,,The image shows,Describe this image:\nCouch and chair near window with lacy curtain and a wood table in the center and a table with flowers between the couch and chair.\n\nThe image shows,Couch and chair near window with lacy curtain and a wood table in the center and a table with flowers between the couch and chair.,spatial,2.555059281943091,2.555059281943091,0.4349589993132083,0.5650410006867916,-0.13008200137358333
740,baseline,,The image shows,Describe this image:\nA woman in a white dress and black shawl holding a black umbrella posing with an old car. \n\nThe image shows,A woman in a white dress and black shawl holding a black umbrella posing with an old car. ,descriptive,2.5578963786731332,2.5578963786731332,0.5327273635096337,0.4672726364903662,0.06545472701926747
741,baseline,,The image shows,Describe this image:\na close up of a vandalized street sign with buildings in the background\n\nThe image shows,a close up of a vandalized street sign with buildings in the background,spatial,2.9492435724249093,2.9492435724249093,0.957005679818682,0.04299432018131856,0.9140113596373635
742,baseline,,The image shows,Describe this image:\nA man walks down the street with a beat-up suitcase.\n\nThe image shows,A man walks down the street with a beat-up suitcase.,spatial,2.873380057912451,2.873380057912451,0.46968603427280353,0.5303139657271968,-0.06062793145439327
743,baseline,,The image shows,"Describe this image:\nA red, white and blue plane parked on parkway\n\nThe image shows","A red, white and blue plane parked on parkway",descriptive,2.4820833425121105,2.4820833425121105,0.03364434670686439,0.9663556532931356,-0.9327113065862711
744,baseline,,The image shows,Describe this image:\nA brown and white horse is wearing a blue muzzle.\n\nThe image shows,A brown and white horse is wearing a blue muzzle.,descriptive,2.2452385026407002,2.2452385026407002,0.04748626500466739,0.9525137349953332,-0.9050274699906659
745,baseline,,The image shows,Describe this image:\nA bear is getting a close up of the ground.\n\nThe image shows,A bear is getting a close up of the ground.,spatial,3.0522764622184857,3.0522764622184857,0.8874647713923334,0.11253522860766624,0.7749295427846672
746,baseline,,The image shows,Describe this image:\nA lady is standing in pastel colored bathroom in front of the bathtub and there are christmas lights hanging up outside of the doorway. \n\nThe image shows,A lady is standing in pastel colored bathroom in front of the bathtub and there are christmas lights hanging up outside of the doorway. ,spatial,2.651232375402479,2.651232375402479,0.558018641604172,0.44198135839582736,0.11603728320834467
747,baseline,,The image shows,Describe this image:\na black and white dog sitting on a red couch with pillows\n\nThe image shows,a black and white dog sitting on a red couch with pillows,descriptive,2.6787660365119814,2.6787660365119814,0.020447386335230893,0.97955261366477,-0.9591052273295391
748,baseline,,The image shows,Describe this image:\nMany motorcycles are lined up next to each other with several people standing among them in front of a lot of trees.\n\nThe image shows,Many motorcycles are lined up next to each other with several people standing among them in front of a lot of trees.,spatial,3.265538078149297,3.265538078149297,0.33806931294443,0.6619306870555703,-0.32386137411114035
749,baseline,,The image shows,Describe this image:\na close up of a bird on top of a parked car \n\nThe image shows,a close up of a bird on top of a parked car ,spatial,2.955336757763556,2.955336757763556,0.9933792851944504,0.006620714805549316,0.9867585703889011
750,baseline,,The image shows,Describe this image:\na woman in a pink jacket is walking a black and white dog\n\nThe image shows,a woman in a pink jacket is walking a black and white dog,descriptive,2.625357784025253,2.625357784025253,0.43354532260194223,0.5664546773980577,-0.13290935479611543
751,baseline,,The image shows,Describe this image:\nTwo zebras standing side by side with their noses on each other's back.\n\nThe image shows,Two zebras standing side by side with their noses on each other's back.,spatial,3.037477036882141,3.037477036882141,0.8826774978943257,0.11732250210567433,0.7653549957886514
752,baseline,,The image shows,Describe this image:\nA yellow and orange fire hydrant next a red painted curb.\n\nThe image shows,A yellow and orange fire hydrant next a red painted curb.,descriptive,2.4631638000094713,2.4631638000094713,0.035501678801603515,0.9644983211983963,-0.9289966423967928
753,baseline,,The image shows,Describe this image:\nA large black bear walks through the green terrain.\n\nThe image shows,A large black bear walks through the green terrain.,descriptive,2.7884716234479905,2.7884716234479905,0.024259985333857082,0.9757400146661431,-0.951480029332286
754,baseline,,The image shows,Describe this image:\nA car is parked in front of a building.There is a water hydrant at the side of the road and flower plants behind water hydrant.\n\nThe image shows,A car is parked in front of a building.There is a water hydrant at the side of the road and flower plants behind water hydrant.,spatial,2.5959787258703844,2.5959787258703844,0.7517266317430064,0.24827336825699403,0.5034532634860123
755,baseline,,The image shows,Describe this image:\nA lady in white with a white and black cow.\n\nThe image shows,A lady in white with a white and black cow.,descriptive,2.48984897770747,2.48984897770747,0.29362870237000716,0.7063712976299928,-0.4127425952599857
756,baseline,,The image shows,Describe this image:\na close up of a giraffe near a rock and a fence \n\nThe image shows,a close up of a giraffe near a rock and a fence ,spatial,3.125126914989268,3.125126914989268,0.9976952852268455,0.002304714773155043,0.9953905704536904
757,baseline,,The image shows,Describe this image:\na small white bathroom with brown rugs and a candle\n\nThe image shows,a small white bathroom with brown rugs and a candle,descriptive,2.324244731414603,2.324244731414603,0.03373085974730177,0.9662691402526981,-0.9325382805053963
758,baseline,,The image shows,Describe this image:\na man sits on a side walk next to some bags \n\nThe image shows,a man sits on a side walk next to some bags ,spatial,2.8913641474836895,2.8913641474836895,0.5800852059436377,0.41991479405636245,0.1601704118872752
759,baseline,,The image shows,Describe this image:\nA long yellow and green train traveling past a lot of trees.\n\nThe image shows,A long yellow and green train traveling past a lot of trees.,descriptive,2.7444520806345896,2.7444520806345896,0.09666080379373942,0.9033391962062607,-0.8066783924125213
760,baseline,,The image shows,"Describe this image:\nA black, white and orange cat laying on a table.\n\nThe image shows","A black, white and orange cat laying on a table.",descriptive,2.4871646849167988,2.4871646849167988,0.01494857896748799,0.985051421032512,-0.970102842065024
761,baseline,,The image shows,Describe this image:\nA fire escape going up a building next to a street light and the words Hot on the side of the building.\n\nThe image shows,A fire escape going up a building next to a street light and the words Hot on the side of the building.,spatial,3.0507775589616344,3.0507775589616344,0.40793611573429056,0.5920638842657096,-0.184127768531419
762,baseline,,The image shows,Describe this image:\na yellow white and black train on its track\n\nThe image shows,a yellow white and black train on its track,descriptive,2.5291323802127224,2.5291323802127224,0.008544481396842647,0.991455518603157,-0.9829110372063143
763,baseline,,The image shows,Describe this image:\nA frisbee in the air with three men jumping up around it.\n\nThe image shows,A frisbee in the air with three men jumping up around it.,spatial,3.064438664635396,3.064438664635396,0.4198864921194556,0.580113507880544,-0.16022701576108844
764,baseline,,The image shows,Describe this image:\na close up of a bike with another bike in the background\n\nThe image shows,a close up of a bike with another bike in the background,spatial,3.140707474558195,3.140707474558195,0.9968332573845794,0.0031667426154187725,0.9936665147691606
765,baseline,,The image shows,Describe this image:\nA gray and white mouse with a red light.\n\nThe image shows,A gray and white mouse with a red light.,descriptive,2.3690803538418543,2.3690803538418543,0.08465514839869462,0.9153448516013055,-0.8306897032026109
766,baseline,,The image shows,Describe this image:\nClose up of a produce stand with a crate of oranges next to a crate of other produce.\n\nThe image shows,Close up of a produce stand with a crate of oranges next to a crate of other produce.,spatial,2.9801641905438916,2.9801641905438916,0.9978981905743585,0.0021018094256423543,0.9957963811487162
767,baseline,,The image shows,Describe this image:\na close up of a cow behind a fence\n\nThe image shows,a close up of a cow behind a fence,spatial,3.102077517087465,3.102077517087465,0.9981364277970127,0.0018635722029875313,0.9962728555940252
768,baseline,,The image shows,Describe this image:\na black and white zebra eating some green grass\n\nThe image shows,a black and white zebra eating some green grass,descriptive,2.68194873206582,2.68194873206582,0.03404533419529587,0.9659546658047042,-0.9319093316094084
769,baseline,,The image shows,Describe this image:\na close up of a hair dryer on the ground in front of a mirror\n\nThe image shows,a close up of a hair dryer on the ground in front of a mirror,spatial,3.09147350139016,3.09147350139016,0.9965837843789229,0.0034162156210763277,0.9931675687578466
770,baseline,,The image shows,Describe this image:\nA black and white dog sleeping under a brown pillow.\n\nThe image shows,A black and white dog sleeping under a brown pillow.,descriptive,2.4401608327797417,2.4401608327797417,0.05710434719302438,0.9428956528069753,-0.8857913056139509
771,baseline,,The image shows,Describe this image:\nSmall boy in black and orange baseball uniform swinging a bat. \n\nThe image shows,Small boy in black and orange baseball uniform swinging a bat. ,descriptive,2.478940777204833,2.478940777204833,0.01347063211896616,0.9865293678810336,-0.9730587357620675
772,baseline,,The image shows,"Describe this image:\nA man with a white shirt, black tie and short sleeve sweater\n\nThe image shows","A man with a white shirt, black tie and short sleeve sweater",descriptive,2.636958350187508,2.636958350187508,0.44067391293695546,0.5593260870630449,-0.11865217412608942
773,baseline,,The image shows,Describe this image:\nA bathroom with blue and white tiles and white cupboards and sink.\n\nThe image shows,A bathroom with blue and white tiles and white cupboards and sink.,descriptive,2.226770969842283,2.226770969842283,0.19775258133523488,0.8022474186647657,-0.6044948373295308
774,baseline,,The image shows,"Describe this image:\nA young man stands holding a laptop open, while another holds a toy truck, and a third man examines something behind screen of the open lap top, near a sandbox play area.\n\nThe image shows","A young man stands holding a laptop open, while another holds a toy truck, and a third man examines something behind screen of the open lap top, near a sandbox play area.",spatial,3.034609665503738,3.034609665503738,0.8062209536636407,0.1937790463363608,0.6124419073272799
